DexNum,Name,AbilityTextDump
552,Krokorok,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  <br>
<a href=""/abilitydex/moxie.shtml""><b>Moxie</b></a>: Attack is raised by one stage when the Pokémon knocks out another Pokémon <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/angerpoint.shtml""><b>Anger Point</b></a>: Increases Attack to maximum level upon taking a critical hit. </td>"
553,Krookodile,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  <br>
<a href=""/abilitydex/moxie.shtml""><b>Moxie</b></a>: Attack is raised by one stage when the Pokémon knocks out another Pokémon <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/angerpoint.shtml""><b>Anger Point</b></a>: Increases Attack to maximum level upon taking a critical hit. </td>"
554,Darumaka,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. <br>
<b>Hidden Ability</b>: <i>(Available)</i><br><a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate <br>
<b>Galarian Form Abilities</b>:<br><a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. <br>
<b>Hidden Ability</b>:  <i>(Available)</i><br><a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate </td>"
555,Darmanitan,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sheerforce.shtml""><b>Sheer Force</b></a>: Moves with a secondary effect are increased in power by 30% but lose their secondary effect <br>
<b>Hidden Ability</b>: <i>(Available)</i><br><a href=""/abilitydex/zenmode.shtml""><b>Zen Mode</b></a>: When Hit Points get to 50% of maximum, the Pokémon changes form. The Pokémon reverts back to its standard form if it loses this ability or returns to over 50% of its Hit Points <br>
<b>Galarian Form Abilities</b>:<br><a href=""/abilitydex/gorillatactics.shtml""><b>Gorilla Tactics</b></a>: Raises the Pokémon's Attack stat by one stage, but locks the Pokémon into using the first attack it uses after being sent out <br>
<b>Hidden Ability</b>:  <i>(Available)</i><br><a href=""/abilitydex/zenmode.shtml""><b>Zen Mode</b></a>: When Hit Points get to 50% of maximum, the Pokémon changes form. The Pokémon reverts back to its standard form if it loses this ability or returns to over 50% of its Hit Points </td>"
556,Maractus,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. <br>
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/stormdrain.shtml""><b>Storm Drain</b></a>: Water-type moves are drawn to this Pokémon. Water-type moves will do no damage and the Pokémon's SP ATK is raised one stage </td>"
557,Dwebble,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<a href=""/abilitydex/shellarmor.shtml""><b>Shell Armor</b></a>: Opponent’s moves cannot Critical Hit. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. </td>"
558,Crustle,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<a href=""/abilitydex/shellarmor.shtml""><b>Shell Armor</b></a>: Opponent’s moves cannot Critical Hit. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. </td>"
559,Scraggy,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/shedskin.shtml""><b>Shed Skin</b></a>: Every turn, it has a 1 in 3 chance of healing from a status condition (BURN, PARALYZE, SLEEP, POISON, FREEZE). <br>
<a href=""/abilitydex/moxie.shtml""><b>Moxie</b></a>: Attack is raised by one stage when the Pokémon knocks out another Pokémon <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  </td>"
560,Scrafty,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/shedskin.shtml""><b>Shed Skin</b></a>: Every turn, it has a 1 in 3 chance of healing from a status condition (BURN, PARALYZE, SLEEP, POISON, FREEZE). <br>
<a href=""/abilitydex/moxie.shtml""><b>Moxie</b></a>: Attack is raised by one stage when the Pokémon knocks out another Pokémon <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  </td>"
561,Sigilyph,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/wonderskin.shtml""><b>Wonder Skin </b></a>: Makes non-damaging moves that are targeted at this Pokémon have the accuracy of 50%. <br>
<a href=""/abilitydex/magicguard.shtml""><b>Magic Guard</b></a>: Prevents all damage except from direct-attack moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/tintedlens.shtml""><b>Tinted Lens</b></a>: The power of “not very effective” moves is doubled. </td>"
562,Yamask,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/mummy.shtml""><b>Mummy</b></a>: Contact with the Pokémon changes the attacker's Ability to Mummy. <br>
<b>Galarian Form Abilities</b>:<br><a href=""/abilitydex/wanderingspirit.shtml""><b>Wandering Spirit</b></a>: The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact. </td>"
563,Cofagrigus,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/mummy.shtml""><b>Mummy</b></a>: Contact with the Pokémon changes the attacker's Ability to Mummy. </td>"
564,Tirtouga,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/solidrock.shtml""><b>Solid Rock</b></a>: Damage by super-effective moves is reduced by 25%. <br>
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Heavy Rain. </td>"
565,Carracosta,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/solidrock.shtml""><b>Solid Rock</b></a>: Damage by super-effective moves is reduced by 25%. <br>
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Heavy Rain. </td>"
566,Archen,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/defeatist.shtml""><b>Defeatist</b></a>: The Pokémon's Attack &amp; Special Attack is halved when its Hit Points are below 50% of maximum </td>"
567,Archeops,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/defeatist.shtml""><b>Defeatist</b></a>: The Pokémon's Attack &amp; Special Attack is halved when its Hit Points are below 50% of maximum </td>"
568,Trubbish,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/stench.shtml""><b>Stench</b></a>: If the Pokémon uses a move that deals damage on the opponent, there is a chance the opponent flinches <br>
<a href=""/abilitydex/stickyhold.shtml""><b>Sticky Hold</b></a>: This Pokémon’s item cannot be taken. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/aftermath.shtml""><b>Aftermath</b></a>: The foe that dealt the final hit loses 1/4 of its maximum HP if the move made physical contact. </td>"
569,Garbodor,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/stench.shtml""><b>Stench</b></a>: If the Pokémon uses a move that deals damage on the opponent, there is a chance the opponent flinches <br>
<a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/aftermath.shtml""><b>Aftermath</b></a>: The foe that dealt the final hit loses 1/4 of its maximum HP if the move made physical contact. </td>"
570,Zorua,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/illusion.shtml""><b>Illusion</b></a>: When sent out into battle, it takes the name and appearance of the last non-fainted Pokémon within your party. It breaks when an attack does damage on the Pokémon but not from Weather Effects or Entry Hazards. </td>"
571,Zoroark,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/illusion.shtml""><b>Illusion</b></a>: When sent out into battle, it takes the name and appearance of the last non-fainted Pokémon within your party. It breaks when an attack does damage on the Pokémon but not from Weather Effects or Entry Hazards. </td>"
572,Minccino,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/cutecharm.shtml""><b>Cute Charm</b></a>: The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/technician.shtml""><b>Technician</b></a>: Moves with a base power of 60 or less are boosted in power by 50% <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/skilllink.shtml""><b>Skill Link</b></a>: Moves that attack 2-5 times always hit 5 times. </td>"
573,Cinccino,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/cutecharm.shtml""><b>Cute Charm</b></a>: The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/technician.shtml""><b>Technician</b></a>: Moves with a base power of 60 or less are boosted in power by 50% <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/skilllink.shtml""><b>Skill Link</b></a>: Moves that attack 2-5 times always hit 5 times. </td>"
574,Gothita,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/frisk.shtml""><b>Frisk</b></a>: Reveals the foe’s held item. <br>
<a href=""/abilitydex/competitive.shtml""><b>Competitive</b></a>: Raises Sp. Atk stat by two stages whenever a stat is lowered <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/shadowtag.shtml""><b>Shadow Tag</b></a>: The opponent cannot run nor switch while this Pokémon is in play. The opponent may still switch by using Baton Pass, U-turn or Volt Switch, if it is holding a Shed Shell or is a Ghost-type. </td>"
575,Gothorita,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/frisk.shtml""><b>Frisk</b></a>: Reveals the foe’s held item. <br>
<a href=""/abilitydex/competitive.shtml""><b>Competitive</b></a>: Raises Sp. Atk stat by two stages whenever a stat is lowered <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/shadowtag.shtml""><b>Shadow Tag</b></a>: The opponent cannot run nor switch while this Pokémon is in play. The opponent may still switch by using Baton Pass, U-turn or Volt Switch, if it is holding a Shed Shell or is a Ghost-type. </td>"
576,Gothitelle,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/frisk.shtml""><b>Frisk</b></a>: Reveals the foe’s held item. <br>
<a href=""/abilitydex/competitive.shtml""><b>Competitive</b></a>: Raises Sp. Atk stat by two stages whenever a stat is lowered <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/shadowtag.shtml""><b>Shadow Tag</b></a>: The opponent cannot run nor switch while this Pokémon is in play. The opponent may still switch by using Baton Pass, U-turn or Volt Switch, if it is holding a Shed Shell or is a Ghost-type. </td>"
577,Solosis,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/overcoat.shtml""><b>Overcoat</b></a>: Protects Pokémon from Weather Effects and <a href=""/games/powder.shtml""><u>Powder moves</u></a> such as Sleep Powder, Poison Powder etc.  <br>
<a href=""/abilitydex/magicguard.shtml""><b>Magic Guard</b></a>: Prevents all damage except from direct-attack moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/regenerator.shtml""><b>Regenerator</b></a>: When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored </td>"
578,Duosion,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/overcoat.shtml""><b>Overcoat</b></a>: Protects Pokémon from Weather Effects and <a href=""/games/powder.shtml""><u>Powder moves</u></a> such as Sleep Powder, Poison Powder etc.  <br>
<a href=""/abilitydex/magicguard.shtml""><b>Magic Guard</b></a>: Prevents all damage except from direct-attack moves. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/regenerator.shtml""><b>Regenerator</b></a>: When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored </td>"
