web-scraper-order,web-scraper-start-url,name,typeImage-src,categoryImage-src,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact,accuracy,zMove,zMovePower,zMoveUpgradeEffect,zMoveUgradeEffectDetailed
"1597855138-1403","https://www.serebii.net//attackdex-sm/nobleroar.shtml","Noble Roar","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats.","Lowers target's Attack and Special Attack by 1 stage.","100 %","0","None","Selected Target","No","100","null","null","Defense ↥","Boosts Defense by 1 stage"
"1597854589-1133","https://www.serebii.net//attackdex-sm/vacuumwave.shtml","Vacuum Wave","/pokedex-bw/type/fighting.gif","/pokedex-bw/type/special.png","40","The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.","Has increased Speed Priority","-- %","1","4.17%","Selected Target","No","100","All-Out Pummeling","100","All-Out Pummeling","null"
"1597854835-1254","https://www.serebii.net//attackdex-sm/slam.shtml","Slam","/pokedex-bw/type/normal.gif","/pokedex-bw/type/physical.png","80","The target is slammed with a long tail, vines, or the like to inflict damage.","No effect.","-- %","0","4.17%","Selected Target","Yes","75","Breakneck Blitz","160","Breakneck Blitz","null"
"1597855418-1543","https://www.serebii.net//attackdex-sm/healorder.shtml","Heal Order","/pokedex-bw/type/bug.gif","/pokedex-bw/type/other.png","0","The user calls out its underlings to heal it. The user regains up to half of its max HP.","User recovers half the maximum HP.","-- %","0","None","Self","No","0","null","null","Reset Stats","Resets all lowered stat modifications"
"1597855462-1565","https://www.serebii.net//attackdex-sm/grassyterrain.shtml","Grassy Terrain","/pokedex-bw/type/grass.gif","/pokedex-bw/type/other.png","0","The user turns the ground to grass for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass type-moves.","Activates Grassy Terrain for 5 turns","-- %","0","None","Field","No","0","null","null","Defense ↥","Boosts Defense by 1 stage"
"1597855561-1614","https://www.serebii.net//attackdex-sm/flail.shtml","Flail","/pokedex-bw/type/normal.gif","/pokedex-bw/type/physical.png","1","The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.","Inflicts more damage when the user's HP is down.","-- %","0","4.17%","Selected Target","Yes","100","Breakneck Blitz","160","Breakneck Blitz","null"
"1597855781-1723","https://www.serebii.net//attackdex-sm/closecombat.shtml","Close Combat","/pokedex-bw/type/fighting.gif","/pokedex-bw/type/physical.png","120","The user fights the target up close without guarding itself. This also lowers the user's Defense and Sp. Def stats.","Lowers user's Defense & Special Defense stats by one stage.","100 %","0","4.17%","Selected Target","Yes","100","All-Out Pummeling","190","All-Out Pummeling","null"
"1597855399-1533","https://www.serebii.net//attackdex-sm/hiddenpower.shtml","Hidden Power","/pokedex-bw/type/normal.gif","/pokedex-bw/type/special.png","60","A unique attack that varies in type depending on the Pokémon using it.","Type depends upon user's IVs.","-- %","0","4.17%","Selected Target","No","100","Breakneck Blitz","120","Breakneck Blitz","null"
"1597854656-1166","https://www.serebii.net//attackdex-sm/telekinesis.shtml","Telekinesis","/pokedex-bw/type/psychic.gif","/pokedex-bw/type/other.png","0","The user makes the target float with its psychic power. The target is easier to hit for three turns.","Gives the target Ground-type resistance. Removes Evasion stat for target.","-- %","0","None","Selected Target","No","0","null","null","Special Attack ↥","Boosts Special Attack by 1 stage"
"1597854701-1188","https://www.serebii.net//attackdex-sm/supersonicskystrike.shtml","Supersonic Skystrike","/pokedex-bw/type/flying.gif","/pokedex-bw/type/physical.png","1","The user soars up with its Z-Power and plummets toward the target at full speed. The power varies, depending on the original move.","No effect.","-- %","0","4.17%","Selected Target","No","0","null","null","Secondary Effect:","null"
"1597855955-1809","https://www.serebii.net//attackdex-sm/aerialace.shtml","Aerial Ace","/pokedex-bw/type/flying.gif","/pokedex-bw/type/physical.png","60","The user confounds the target with speed, then slashes. This attack never misses.","Cannot miss.","-- %","0","4.17%","Selected Target","Yes","0","Supersonic Skystrike","120","Supersonic Skystrike","null"
"1597855150-1409","https://www.serebii.net//attackdex-sm/needlearm.shtml","Needle Arm","/pokedex-bw/type/grass.gif","/pokedex-bw/type/physical.png","60","The user attacks by wildly swinging its thorny arms. This may also make the target flinch.","May cause opponent to flinch.","30 %","0","4.17%","Selected Target","Yes","100","Bloom Doom","120","Bloom Doom","null"
"1597855744-1705","https://www.serebii.net//attackdex-sm/crabhammer.shtml","Crabhammer","/pokedex-bw/type/water.gif","/pokedex-bw/type/physical.png","100","The target is hammered with a large pincer. Critical hits land more easily.","Has an increased Critical Hit ratio","-- %","0","12.5%","Selected Target","Yes","90","Hydro Vortex","180","Hydro Vortex","null"
"1597855354-1511","https://www.serebii.net//attackdex-sm/iceburn.shtml","Ice Burn","/pokedex-bw/type/ice.gif","/pokedex-bw/type/special.png","140","On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn.","May induce burn.","30 %","0","4.17%","Selected Target","No","90","Subzero Slammer","200","Subzero Slammer","null"
"1597854734-1204","https://www.serebii.net//attackdex-sm/stormthrow.shtml","Storm Throw","/pokedex-bw/type/fighting.gif","/pokedex-bw/type/physical.png","60","The user strikes the target with a fierce blow. This attack always results in a critical hit.","Always inflicts a Critical Hit","-- %","0","100%","Selected Target","Yes","100","All-Out Pummeling","120","All-Out Pummeling","null"
"1597855406-1537","https://www.serebii.net//attackdex-sm/heatwave.shtml","Heat Wave","/pokedex-bw/type/fire.gif","/pokedex-bw/type/special.png","95","The user attacks by exhaling hot breath on the opposing Pokémon. This may also leave those Pokémon with a burn.","May induce burn.","10 %","0","4.17%","All Adjacent Foes","No","90","Inferno Overdrive","175","Inferno Overdrive","null"
"1597855027-1348","https://www.serebii.net//attackdex-sm/psychoshift.shtml","Psycho Shift","/pokedex-bw/type/psychic.gif","/pokedex-bw/type/other.png","0","Using its psychic power of suggestion, the user transfers its status conditions to the target.","Gives the target its status condition","-- %","0","None","Selected Target","No","100","null","null","Special Attack ↥↥","Boosts Special Attack by 2 stages"
"1597854581-1129","https://www.serebii.net//attackdex-sm/vicegrip.shtml","Vice Grip","/pokedex-bw/type/normal.gif","/pokedex-bw/type/physical.png","55","The target is gripped and squeezed from both sides to inflict damage.","No effect.","-- %","0","4.17%","Selected Target","Yes","100","Breakneck Blitz","100","Breakneck Blitz","null"
"1597855152-1410","https://www.serebii.net//attackdex-sm/nature'smadness.shtml","Nature's Madness","/pokedex-bw/type/fairy.gif","/pokedex-bw/type/special.png","1","The user hits the target with the force of nature. It halves the target's HP.","Cuts the opponent's Hit Points by 50% of the current value","-- %","0","4.17%","Selected Target","No","90","Twinkle Tackle","100","Twinkle Tackle","null"
"1597855404-1536","https://www.serebii.net//attackdex-sm/heavyslam.shtml","Heavy Slam","/pokedex-bw/type/steel.gif","/pokedex-bw/type/physical.png","1","The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.","Increases damage based on the weight of the user and opponent","-- %","0","4.17%","Selected Target","Yes","100","Corkscrew Crash","160","Corkscrew Crash","null"
"1597855376-1522","https://www.serebii.net//attackdex-sm/hydrocannon.shtml","Hydro Cannon","/pokedex-bw/type/water.gif","/pokedex-bw/type/special.png","150","The target is hit with a watery blast. The user can't move on the next turn.","User cannot Attack on the next turn.","-- %","0","4.17%","Selected Target","No","90","Hydro Vortex","200","Hydro Vortex","null"
"1597855571-1619","https://www.serebii.net//attackdex-sm/firepledge.shtml","Fire Pledge","/pokedex-bw/type/fire.gif","/pokedex-bw/type/special.png","80","A column of fire hits the target. When used with its grass equivalent, its power increases and a vast sea of fire appears.","If combined with Grass Oath, damages opponents by 1/8th maximum HP each turn for four turns.","-- %","0","4.17%","Selected Target","No","100","Inferno Overdrive","160","Inferno Overdrive","null"
"1597854525-1101","https://www.serebii.net//attackdex-sm/x-scissor.shtml","X-Scissor","/pokedex-bw/type/bug.gif","/pokedex-bw/type/physical.png","80","The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors.","No effect.","-- %","0","4.17%","Selected Target","Yes","100","Savage Spin-Out","160","Savage Spin-Out","null"
"1597854987-1328","https://www.serebii.net//attackdex-sm/recycle.shtml","Recycle","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","The user recycles a held item that has been used in battle so it can be used again.","Recycles an already used held item.","-- %","0","None","Self","No","0","null","null","Speed ↥↥","Boosts Speed by 2 stages"
"1597854569-1123","https://www.serebii.net//attackdex-sm/watergun.shtml","Water Gun","/pokedex-bw/type/water.gif","/pokedex-bw/type/special.png","40","The target is blasted with a forceful shot of water.","No effect.","-- %","0","4.17%","Selected Target","No","100","Hydro Vortex","100","Hydro Vortex","null"
"1597854793-1234","https://www.serebii.net//attackdex-sm/soul-stealing7-starstrike.shtml","Soul-Stealing 7-Star Strike","/pokedex-bw/type/ghost.gif","/pokedex-bw/type/physical.png","195","After obtaining Z-Power, the user, Marshadow, punches and kicks the target consecutively with full force.","No effect.","-- %","0","4.17%","Selected Target","Yes","0","null","null","Secondary Effect:","null"
"1597855817-1741","https://www.serebii.net//attackdex-sm/bulletseed.shtml","Bullet Seed","/pokedex-bw/type/grass.gif","/pokedex-bw/type/physical.png","25","The user forcefully shoots seeds at the target two to five times in a row.","Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits","-- %","0","4.17%","Selected Target","No","100","Bloom Doom","140","Bloom Doom","null"
"1597855192-1430","https://www.serebii.net//attackdex-sm/mirrorcoat.shtml","Mirror Coat","/pokedex-bw/type/psychic.gif","/pokedex-bw/type/special.png","1","A retaliation move that counters any special attack, inflicting double the damage taken.","Counters the foe's special Attack at double the power.","-- %","-5","4.17%","Special","No","100","Shattered Psyche","100","Shattered Psyche","null"
"1597855302-1485","https://www.serebii.net//attackdex-sm/laserfocus.shtml","Laser Focus","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","The user concentrates intensely. The attack on the next turn always results in a critical hit.","The user's next move will be a Critical Hit","-- %","0","None","Self","No","0","null","null","Attack ↥","Boosts Attack by 1 stage"
"1597855747-1706","https://www.serebii.net//attackdex-sm/covet.shtml","Covet","/pokedex-bw/type/normal.gif","/pokedex-bw/type/physical.png","60","The user endearingly approaches the target, then steals the target's held item.","May steal opponent's item (temporarily in trainer battles).","-- %","0","4.17%","Selected Target","Yes","100","Breakneck Blitz","120","Breakneck Blitz","null"
"1597855921-1792","https://www.serebii.net//attackdex-sm/assist.shtml","Assist","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","The user hurriedly and randomly uses a move among those known by ally Pokémon.","Uses a random move from another Pokémon in the team.","-- %","0","None","Self","No","0","null","null","",""
"1597855573-1620","https://www.serebii.net//attackdex-sm/firelash.shtml","Fire Lash","/pokedex-bw/type/fire.gif","/pokedex-bw/type/physical.png","80","The user strikes the target with a burning lash. This also lowers the target's Defense stat.","Lowers opponent's Defense one stage.","100 %","0","4.17%","Selected Target","Yes","100","Inferno Overdrive","160","Inferno Overdrive","null"
"1597855144-1406","https://www.serebii.net//attackdex-sm/nightshade.shtml","Night Shade","/pokedex-bw/type/ghost.gif","/pokedex-bw/type/special.png","1","The user makes the target see a frightening mirage. It inflicts damage equal to the user's level.","Inflicts damage equal to the user's level.","-- %","0","4.17%","Selected Target","No","100","Never-Ending Nightmare","100","Never-Ending Nightmare","null"
"1597855174-1421","https://www.serebii.net//attackdex-sm/morningsun.shtml","Morning Sun","/pokedex-bw/type/normal.gif","/pokedex-bw/type/other.png","0","The user restores its own HP. The amount of HP regained varies with the weather.","User restores HP.","-- %","0","None","Self","No","0","null","null","Reset Stats","Resets all lowered stat modifications"
"1597855346-1507","https://www.serebii.net//attackdex-sm/iceshard.shtml","Ice Shard","/pokedex-bw/type/ice.gif","/pokedex-bw/type/physical.png","40","The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.","Has increased Speed Priority","-- %","1","4.17%","Selected Target","No","100","Subzero Slammer","100","Subzero Slammer","null"
