web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNums
"1596676275-1608","https://www.serebii.net/abilitydex/justified.shtml","Justified","Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.","Attack is raised by one stage when the Pokémon is hit by a Dark-type move","647"
"1596676175-1112","https://www.serebii.net/abilitydex/powerconstruct.shtml","Power Construct","Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.","null","718"
"1596676269-1538","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","188"
"1596676217-1329","https://www.serebii.net/abilitydex/multitype.shtml","Multitype","Changes the Pokémon's type to match the Plate or Z-Crystal it holds.","null","493"
"1596676009-276","https://www.serebii.net/abilitydex/telepathy.shtml","Telepathy","Anticipates an ally's attack and dodges it.","Prevents damage from team-mates during Double and Triple battles","826"
"1596676147-1038","https://www.serebii.net/abilitydex/quickfeet.shtml","Quick Feet","Boosts the Speed stat if the Pokémon has a status condition.","Speed is increased by 50% when induced with a status (Burn, Poison, Sleep, Frozen & Paralysis). If Paralysed, the speed drop is ignored.","285"
"1596676482-2421","https://www.serebii.net/abilitydex/airlock.shtml","Air Lock","Eliminates the effects of weather.","All weather effects are negated while the Pokémon is on the field.","384"
"1596676424-2169","https://www.serebii.net/abilitydex/cutecharm.shtml","Cute Charm","Contact with the Pokémon may cause infatuation.","The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon.","173"
"1596676340-1904","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","404"
"1596676476-2386","https://www.serebii.net/abilitydex/anticipation.shtml","Anticipation","The Pokémon can sense an opposing Pokémon's dangerous moves.","Warns when the foe knows 1-hit KO or super-effective moves.","413"
"1596676444-2249","https://www.serebii.net/abilitydex/clearbody.shtml","Clear Body","Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.","Opponents’ moves which lower this Pokémon’s stats have no effect. However this Pokémon may lower its own stats with its own moves.","887"
"1596676269-1547","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","763"
"1596676488-2438","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","550"
"1596676362-1986","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","356"
"1596676267-1534","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","479"
"1596676201-1256","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","205"
"1596676023-383","https://www.serebii.net/abilitydex/sweetveil.shtml","Sweet Veil","Prevents itself and ally Pokémon from falling asleep.","null","743"
"1596676203-1286","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","473"
"1596676267-1504","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","380"
"1596676267-1505","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","380"
"1596676077-618","https://www.serebii.net/abilitydex/snowcloak.shtml","Snow Cloak","Boosts evasion in a hailstorm.","Raises the Pokémon’s evasion during a hailstorm by one level.","473"
"1596676199-1228","https://www.serebii.net/abilitydex/overgrow.shtml","Overgrow","Powers up Grass-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%.","253"
"1596676267-1525","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","603"
"1596676344-1910","https://www.serebii.net/abilitydex/grassysurge.shtml","Grassy Surge","Turns the ground into Grassy Terrain when the Pokémon enters a battle.","Activates Grassy Terrain for 5 turns when the Pokémon enters a battle.","812"
"1596676189-1189","https://www.serebii.net/abilitydex/pickpocket.shtml","Pickpocket","Steals an item from an attacker that made direct contact.","When a Pokémon makes physical contact with the Pokémon, the item of the opponent is stolen.","861"
"1596676259-1456","https://www.serebii.net/abilitydex/limber.shtml","Limber","Its limber body protects the Pokémon from paralysis.","The Pokémon cannot be Paralysed while having this ability.","427"
"1596675973-85","https://www.serebii.net/abilitydex/voltabsorb.shtml","Volt Absorb","Restores HP if hit by an Electric-type move, instead of taking damage.","The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Electric-type moves.","170"
"1596676075-609","https://www.serebii.net/abilitydex/snowwarning.shtml","Snow Warning","The Pokémon summons a hailstorm when it enters a battle.","Hailstorm blows when the Pokémon enters battle. As of X & Y, this lasts 5 turns.","698"
"1596676480-2415","https://www.serebii.net/abilitydex/analytic.shtml","Analytic","Boosts move power when the Pokémon moves last.","Attack power increases by 30% if the Pokémon is the last Pokémon to attack this turn","462"
"1596676169-1097","https://www.serebii.net/abilitydex/prankster.shtml","Prankster","Gives priority to a status move.","Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail.","859"
"1596676047-512","https://www.serebii.net/abilitydex/steamengine.shtml","Steam Engine","Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.","When this Pokémon is hit by a Fire-type or Water-type move, its Speed is increased by 6 stages","838"
"1596675981-122","https://www.serebii.net/abilitydex/unnerve.shtml","Unnerve","Unnerves opposing Pokémon and makes them unable to eat Berries.","The opponent Pokémon will never use their held Berry while the Pokémon is in battle.","52"
"1596676324-1822","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","223"
"1596676259-1446","https://www.serebii.net/abilitydex/limber.shtml","Limber","Its limber body protects the Pokémon from paralysis.","The Pokémon cannot be Paralysed while having this ability.","132"
"1596676095-720","https://www.serebii.net/abilitydex/sheerforce.shtml","Sheer Force","Removes additional effects to increase the power of moves when attacking.","Moves with a secondary effect are increased in power by 30% but lose their secondary effect","34"
"1596676111-812","https://www.serebii.net/abilitydex/sapsipper.shtml","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks.","522"
"1596676338-1878","https://www.serebii.net/abilitydex/harvest.shtml","Harvest","May create another Berry after one is used.","The Pokémon has a 50% chance of restoring a consumed berry. During sunshine, this chance increases to 100%","103"
"1596676454-2332","https://www.serebii.net/abilitydex/bigpecks.shtml","Big Pecks","Protects the Pokémon from Defense-lowering effects.","null","520"
"1596676025-414","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","636"
"1596676201-1255","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","204"
"1596676392-2084","https://www.serebii.net/abilitydex/earlybird.shtml","Early Bird","The Pokémon awakens twice as fast as other Pokémon from sleep.","Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly.","166"
"1596676362-1966","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","574"
"1596676161-1053","https://www.serebii.net/abilitydex/propellertail.shtml","Propeller Tail","Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.","null","846"
"1596676243-1402","https://www.serebii.net/abilitydex/magnetpull.shtml","Magnet Pull","Prevents Steel-type Pokémon from escaping using its magnetic force.","Steel types cannot run nor switch while this Pokémon is in battle. Because the opponent’s switching is blocked, the opponent cannot switch on the turn this Pokémon switches out of battle. The opponent may still switch with Baton Pass.","476"
"1596676376-2023","https://www.serebii.net/abilitydex/flashfire.shtml","Flash Fire","Powers up the Pokémon's Fire-type moves if it's hit by one.","Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect.","485"
