web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNum,DexImage-src
"1596680252-4503","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","236","/pokedex-swsh/icon/236.png"
"1596680230-4435","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","225","/pokedex-swsh/icon/225.png"
"1596680205-4319","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","876","/pokedex-swsh/icon/876.png"
"1596680098-3766","https://www.serebii.net/abilitydex/plus.shtml","Plus","Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.","When battling with Plus or Minus, Special Attack increases by 50%.","702","/pokedex-swsh/icon/702.png"
"1596679903-2863","https://www.serebii.net/abilitydex/teravolt.shtml","Teravolt","Moves can be used on the target regardless of its Abilities.","null","646","/pokedex-swsh/icon/646-b.png"
"1596679895-2791","https://www.serebii.net/abilitydex/toughclaws.shtml","Tough Claws","Powers up moves that make direct contact.","Increases the power of moves that make physical contact by 30%","688","/pokedex-swsh/icon/688.png"
"1596680048-3568","https://www.serebii.net/abilitydex/ripen.shtml","Ripen","Ripens Berries and doubles their effect.","null","842","/pokedex-swsh/icon/842.png"
"1596680128-3936","https://www.serebii.net/abilitydex/naturalcure.shtml","Natural Cure","All status conditions heal when the Pokémon switches out.","The Pokémon’s status (BURN, PARALYZE, SLEEP, POISON, FREEZE) is healed when withdrawn from battle.","708","/pokedex-swsh/icon/708.png"
"1596680140-3966","https://www.serebii.net/abilitydex/moody.shtml","Moody","Raises one stat sharply and lowers another every turn.","At the end of every turn, a random stat (except Accuracy and Evasion) is raised by two stages while another is lowered by one stage.","399","/pokedex-sm/icon/399.png"
"1596680049-3582","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","222","/pokedex-swsh/icon/222.png"
"1596679897-2818","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","816","/pokedex-swsh/icon/816.png"
"1596680203-4284","https://www.serebii.net/abilitydex/insomnia.shtml","Insomnia","The Pokémon is suffering from insomnia and cannot fall asleep.","The Pokémon cannot be put to Sleep while having this ability.","150","/pokedex-sm/icon/150-my.png"
"1596679972-3230","https://www.serebii.net/abilitydex/snowcloak.shtml","Snow Cloak","Boosts evasion in a hailstorm.","Raises the Pokémon’s evasion during a hailstorm by one level.","473","/pokedex-swsh/icon/473.png"
"1596680025-3422","https://www.serebii.net/abilitydex/sapsipper.shtml","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks.","241","/pokedex-swsh/icon/241.png"
"1596679960-3176","https://www.serebii.net/abilitydex/speedboost.shtml","Speed Boost","Its Speed stat is boosted every turn.","Speed increases by one stage at the end of each turn.","469","/pokedex-sm/icon/469.png"
"1596679995-3355","https://www.serebii.net/abilitydex/shedskin.shtml","Shed Skin","The Pokémon may heal its own status conditions by shedding its skin.","Every turn, it has a 1 in 3 chance of healing from a status condition (BURN, PARALYZE, SLEEP, POISON, FREEZE).","148","/pokedex-sm/icon/148.png"
"1596680294-4659","https://www.serebii.net/abilitydex/flamebody.shtml","Flame Body","Contact with the Pokémon may burn the attacker.","The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon.","609","/pokedex-swsh/icon/609.png"
"1596680118-3904","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","757","/pokedex-swsh/icon/757.png"
"1596679901-2850","https://www.serebii.net/abilitydex/thickfat.shtml","Thick Fat","The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Fire and Ice-type moves deal 50% damage.","432","/pokedex-sm/icon/432.png"
"1596680308-4712","https://www.serebii.net/abilitydex/dryskin.shtml","Dry Skin","Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.","HP is restored when hit by Water-type moves or when it is raining but also makes the Pokémon weak to Fire-type moves and reduces HP during strong sunlight.","695","/pokedex-swsh/icon/695.png"
"1596680049-3590","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","594","/pokedex-sm/icon/594.png"
"1596680053-3601","https://www.serebii.net/abilitydex/reckless.shtml","Reckless","Powers up moves that have recoil damage.","The power of moves that have recoil damage is increased by 20%.","111","/pokedex-swsh/icon/111.png"
"1596680152-3999","https://www.serebii.net/abilitydex/merciless.shtml","Merciless","The Pokémon's attacks become critical hits if the target is poisoned.","null","747","/pokedex-swsh/icon/747.png"
"1596679919-2991","https://www.serebii.net/abilitydex/sweetveil.shtml","Sweet Veil","Prevents itself and ally Pokémon from falling asleep.","null","868","/pokedex-swsh/icon/868.png"
"1596679923-3028","https://www.serebii.net/abilitydex/surgesurfer.shtml","Surge Surfer","Doubles the Pokémon's Speed stat on Electric Terrain.","null","26","/pokedex-swsh/icon/026-a.png"
"1596680230-4438","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","554","/pokedex-swsh/icon/554-g.png"
"1596680180-4097","https://www.serebii.net/abilitydex/libero.shtml","Libero","Changes the Pokémon's type to the type of the move it's about to use.","null","813","/pokedex-swsh/icon/813.png"
"1596679865-2686","https://www.serebii.net/abilitydex/waterabsorb.shtml","Water Absorb","Restores HP if hit by a Water-type move, instead of taking damage.","The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves.","331","/pokedex-sm/icon/331.png"
"1596680362-4902","https://www.serebii.net/abilitydex/cheekpouch.shtml","Cheek Pouch","Restores HP as well when the Pokémon eats a Berry.","null","660","/pokedex-swsh/icon/660.png"
"1596680201-4265","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","398","/pokedex-sm/icon/398.png"
"1596679897-2815","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","728","/pokedex-swsh/icon/728.png"
"1596679877-2741","https://www.serebii.net/abilitydex/unnerve.shtml","Unnerve","Unnerves opposing Pokémon and makes them unable to eat Berries.","The opponent Pokémon will never use their held Berry while the Pokémon is in battle.","229","/pokedex-sm/icon/229.png"
"1596679930-3047","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","75","/pokedex-sm/icon/075-a.png"
"1596679905-2870","https://www.serebii.net/abilitydex/telepathy.shtml","Telepathy","Anticipates an ally's attack and dodges it.","Prevents damage from team-mates during Double and Triple battles","282","/pokedex-swsh/icon/282.png"
"1596679882-2773","https://www.serebii.net/abilitydex/turboblaze.shtml","Turboblaze","Moves can be used on the target regardless of its Abilities.","null","646","/pokedex-swsh/icon/646-w.png"
"1596680115-3859","https://www.serebii.net/abilitydex/overgrow.shtml","Overgrow","Powers up Grass-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%.","512","/pokedex-sm/icon/512.png"
"1596680117-3861","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","578","/pokedex-swsh/icon/578.png"
"1596680360-4900","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","547","/pokedex-swsh/icon/547.png"
"1596680261-4526","https://www.serebii.net/abilitydex/gorillatactics.shtml","Gorilla Tactics","Boosts the Pokémon's Attack stat but only allows the use of the first selected move.","Raises the Pokémon's Attack stat by one stage, but locks the Pokémon into using the first attack it uses after being sent out","555","/pokedex-swsh/icon/555-g.png"
"1596679880-2764","https://www.serebii.net/abilitydex/unaware.shtml","Unaware","When attacking, the Pokémon ignores the target Pokémon's stat changes.","Foe’s stat modifications are ignored.","400","/pokedex-sm/icon/400.png"
"1596679946-3135","https://www.serebii.net/abilitydex/steadfast.shtml","Steadfast","The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.","Speed raises by one level every time the Pokémon flinches.","66","/pokedex-swsh/icon/066.png"
"1596680290-4640","https://www.serebii.net/abilitydex/flashfire.shtml","Flash Fire","Powers up the Pokémon's Fire-type moves if it's hit by one.","Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect.","850","/pokedex-swsh/icon/850.png"
"1596679938-3112","https://www.serebii.net/abilitydex/stench.shtml","Stench","By releasing stench when attacking, this Pokémon may cause the target to flinch.","If the Pokémon uses a move that deals damage on the opponent, there is a chance the opponent flinches","89","/pokedex-sm/icon/089.png"
"1596680182-4134","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","487","/pokedex-sm/icon/487-o.png"
"1596679871-2709","https://www.serebii.net/abilitydex/vitalspirit.shtml","Vital Spirit","The Pokémon is full of vitality, and that prevents it from falling asleep.","The Pokémon cannot be Asleep while having this ability.","225","/pokedex-swsh/icon/225.png"
"1596680148-3994","https://www.serebii.net/abilitydex/minus.shtml","Minus","Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.","When battling with Plus or Minus, Special Attack increases by 50%.","849","/pokedex-swsh/icon/849-l.png"
