link,name,typeImageLink,categoryImageLink,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact
https://www.serebii.net/attackdex-swsh/solarblade.shtml,Solar Blade,img/grass.gif,img/physical.png,125,"In this two-turn attack, the user gathers light and fills a blade with the light's energy, attacking the target on the next turn.","Charges for the first turn, damages on the second. If Sunny Day is in effect, the charge and attack is in the same turn.",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/synchronoise.shtml,Synchronoise,img/psychic.gif,img/special.png,120,"Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it.",Only damages Pokémon of the same type as the user.,-- %,0,4.17%,All Adjacent Pokémon,No
https://www.serebii.net/attackdex-swsh/g-maxreplenish.shtml,G-Max Replenish,img/normal.gif,img/physical.png,1,A Normal-type attack that Gigantamax Snorlax use. This move restores Berries that have been eaten.,Recycles an already used held item.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/skullbash.shtml,Skull Bash,img/normal.gif,img/physical.png,130,"The user tucks in its head to raise its Defense stat on the first turn, then rams the target on the next turn.",Raises user's Defense one stage and Attacks next turn.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/junglehealing.shtml,Jungle Healing,img/grass.gif,img/other.png,0,"The user becomes one with the jungle, restoring HP and healing any status conditions of itself and its ally Pokémon in battle.",Heals the Hit Points of the user and ally by 25% of maximum HP. Removes status conditions from the user and ally,-- %,0,None,All Allies,No
https://www.serebii.net/attackdex-sm/pikapapow.shtml,Pika Papow,img/electric.gif,img/special.png,1,"The more Pikachu loves its Trainer, the greater the move’s power. It never misses.","The happier the user, the stronger the Attack.",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/teatime.shtml,Teatime,img/normal.gif,img/other.png,0,The user has teatime with all the Pokémon in the battle. Each Pokémon eats its held Berry.,Causes all PokÃ©mon to activate their Berry,-- %,0,None,All,No
https://www.serebii.net/attackdex-sm/miracleeye.shtml,Miracle Eye,img/psychic.gif,img/other.png,0,Enables a Dark-type target to be hit by Psychic-type attacks. This also enables an evasive target to be hit.,Removes Psychic-type's immunity to Dark-type. Removes Evasion boosts on the target during the next turn.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/roar.shtml,Roar,img/normal.gif,img/other.png,0,"The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",Ends wild battles.,-- %,-6,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/facade.shtml,Facade,img/normal.gif,img/physical.png,70,"This attack move doubles its power if the user is poisoned, burned, or paralyzed.",Move's power is doubled if afflicted with a Status Condition,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/stoneedge.shtml,Stone Edge,img/rock.gif,img/physical.png,100,The user stabs the target from below with sharpened stones. Critical hits land more easily.,Has an increased Critical Hit ratio,-- %,0,12.50%,Selected Target,No
https://www.serebii.net/attackdex-swsh/holdback.shtml,Hold Back,img/normal.gif,img/physical.png,40,"The user holds back when it attacks, and the target is left with at least 1 HP.",Leaves the foe with at least 1 HP.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/flash.shtml,Flash,img/normal.gif,img/other.png,0,The user flashes a bright light that cuts the target's accuracy.,Lowers opponent's Accuracy one stage.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxovergrowth.shtml,Max Overgrowth,img/grass.gif,img/physical.png,1,This is a Grass-type attack Dynamax Pokémon use. The user turns the ground into Grassy Terrain for five turns.,Activates Grassy Terrain for 5 turns,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/scratch.shtml,Scratch,img/normal.gif,img/physical.png,40,"Hard, pointed, sharp claws rake the target to inflict damage.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/haze.shtml,Haze,img/ice.gif,img/other.png,0,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.,Resets all ability stages.,-- %,0,None,Field,No
https://www.serebii.net/attackdex-sm/stokedsparksurfer.shtml,Stoked Sparksurfer,img/electric.gif,img/special.png,175,"After obtaining Z-Power, the user, Alolan Raichu, attacks the target with full force. This move leaves the target with paralysis.",May induce paralysis.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxchistrike.shtml,G-Max Chi Strike,img/fighting.gif,img/physical.png,1,A Fighting-type attack that Gigantamax Machamp use. This move raises the chance of critical hits.,Increases user's critical hit rate.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/barrage.shtml,Barrage,img/normal.gif,img/physical.png,15,Round objects are hurled at the target to strike two to five times in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/karatechop.shtml,Karate Chop,img/fighting.gif,img/physical.png,50,The target is attacked with a sharp chop. Critical hits land more easily.,Has an increased Critical Hit ratio,-- %,0,12.50%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/bodyslam.shtml,Body Slam,img/normal.gif,img/physical.png,85,The user drops onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/sandtomb.shtml,Sand Tomb,img/ground.gif,img/physical.png,35,The user traps the target inside a harshly raging sandstorm for four to five turns.,Traps opponent.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/clamp.shtml,Clamp,img/water.gif,img/physical.png,35,The target is clamped and squeezed by the user's very thick and sturdy shell for four to five turns.,Traps opponent.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/menacingmoonrazemaelstrom.shtml,Menacing Moonraze Maelstrom,img/ghost.gif,img/special.png,200,"After obtaining Z-Power, the user, Lunala, attacks the target with full force. This move can ignore the effect of the target's Ability.",Ignores abilities,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/howl.shtml,Howl,img/normal.gif,img/other.png,0,The user howls loudly to raise the spirit of itself and allies. This raises their Attack stats.,Raises user and ally's Attack one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/focuspunch.shtml,Focus Punch,img/fighting.gif,img/physical.png,150,The user focuses its mind before launching a punch. This move fails if the user is hit before it is used.,"Moves first in turn to charge, and last in the same turn to Attack. If damaged between this, the user flinches.",-- %,-3,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/hydrovortex.shtml,Hydro Vortex,img/water.gif,img/physical.png,1,"The user creates a huge whirling current using its Z-Power to swallow the target with full force. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxsandblast.shtml,G-Max Sandblast,img/ground.gif,img/physical.png,1,A Ground-type attack that Gigantamax Sandaconda use. Opponents are trapped in a raging sandstorm for four to five turns.,Traps opponent.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/healpulse.shtml,Heal Pulse,img/psychic.gif,img/other.png,0,The user emits a healing pulse that restores the target's HP by up to half of its max HP.,Restores the target's Hit Points by up to half of maximum.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/venomdrench.shtml,Venom Drench,img/poison.gif,img/other.png,0,"Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.","Lowers opponent's Attack, Special Attack & Speed one stage if Poisoned.",100%,0,None,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/torment.shtml,Torment,img/dark.gif,img/other.png,0,"The user torments and enrages the target, making it incapable of using the same move twice in a row.",Opponent cannot use the same move in a row.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/bouncybubble.shtml,Bouncy Bubble,img/water.gif,img/special.png,90,The user attacks by shooting water bubbles at the target. It then absorbs water and restores its HP by half the damage taken by the target.,User recovers half the damage inflicted.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/retaliate.shtml,Retaliate,img/normal.gif,img/physical.png,70,"The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move's power is increased.","If a team-mate has been knocked out in the turn before this Pokémon moves, the power is increased by 100%.",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/spikecannon.shtml,Spike Cannon,img/normal.gif,img/physical.png,20,Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/defendorder.shtml,Defend Order,img/bug.gif,img/other.png,0,"The user calls out its underlings to shield its body, raising its Defense and Sp. Def stats.",Raises user's Defense and Special Defense one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/banefulbunker.shtml,Baneful Bunker,img/poison.gif,img/other.png,0,"In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact.",Inflicts Poison if target makes physical contact,-- %,4,None,Self,No
https://www.serebii.net/attackdex-swsh/psybeam.shtml,Psybeam,img/psychic.gif,img/special.png,65,The target is attacked with a peculiar ray. This may also leave the target confused.,May induce Confusion,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/payday.shtml,Pay Day,img/normal.gif,img/physical.png,40,Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.,User gains money after battle in the main game.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/multi-attack.shtml,Multi-Attack,img/normal.gif,img/physical.png,120,"Cloaking itself in high energy, the user slams into the target. The memory held determines the move's type.",Changes the type of the move based upon the item being held,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/heartswap.shtml,Heart Swap,img/psychic.gif,img/other.png,0,The user employs its psychic power to switch stat changes with the target.,Switches user's stat increases with opponent.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/waterpulse.shtml,Water Pulse,img/water.gif,img/special.png,60,The user attacks the target with a pulsing blast of water. This may also confuse the target.,May induce Confusion,20%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/purify.shtml,Purify,img/poison.gif,img/other.png,0,"The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.",Heals target's Status Condition. Heals user by 25% of maxmum Hit Points,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/octazooka.shtml,Octazooka,img/water.gif,img/special.png,65,The user attacks by spraying ink in the target's face or eyes. This may also lower the target's accuracy.,May lower opponent's Accuracy one stage.,50%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/snarl.shtml,Snarl,img/dark.gif,img/special.png,55,"The user yells as if it's ranting about something, which lowers the Sp. Atk stats of opposing Pokémon.",May lower opponent's Special Attack one stage.,100%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/g-maxdepletion.shtml,G-Max Depletion,img/dragon.gif,img/physical.png,1,A Dragon-type attack that Gigantamax Duraludon use. Reduces the PP of the last move used.,Opponent's last move loses 4 PP.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/flamethrower.shtml,Flamethrower,img/fire.gif,img/special.png,90,The target is scorched with an intense blast of fire. This may also leave the target with a burn.,May induce burn.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/pursuit.shtml,Pursuit,img/dark.gif,img/physical.png,40,The power of this attack move is doubled if it's used on a target that's switching out of battle.,Inflicts double damage if the opponent is switching out.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/thunderpunch.shtml,Thunder Punch,img/electric.gif,img/physical.png,75,The target is punched with an electrified fist. This may also leave the target with paralysis.,May induce paralysis.,10%,0,4.17%,Selected Target,Yes
